TEXT (BAHASA),TEXT (ENGLISH),DATA STATUS,FIRST ANNOTATOR,SECOND ANNOTATOR
"melihat review buruk tentang produk di online shop sehingga saya tidak jadi beli produk tersebut, padahal review baiknya jauh lebih banyak","I saw a bad review about a product in an online shop so I didn't buy the product, even though there were far more good reviews",RAW-ORI,No Distortion,No Distortion
pada saat meninton tv saya mendapatkan informasi dalam teknologi megatif tapi disana saya ingin membuktikan bahwa teknologi akan menjadi positif bagaimana kita menggunakannnya dan disana saya bisa menjadi manusia yang lebih kreatif dan inovatif,when watching TV I get information about negative technology but there I want to prove that technology will be positive in how we use it and there I can become a more creative and innovative human being.,RAW-ORI,No Distortion,No Distortion
Saya menjadi juara kelas tetapi saya merasa bahwa hal ini terjadi karena saya hanya lebih berusaha dibandingkan dengan yang lain,I became class top but I felt that this happened because I just put in more effort than the others,RAW-ORI,No Distortion,No Distortion
Melihat orang yang melakukan pelecehan terhadap terhadap lawan jenis,Seeing people who harass people of the opposite sex,RAW-ORI,No Distortion,No Distortion
melihat teman yang mendapatkan hadiah karena dia tidk belajar tapi tidak merasa senang,seeing a friend who got a gift because he didn't study but didn't feel happy,RAW-ORI,No Distortion,No Distortion
Sindy pernah mendapatkan pujian dari banyak orang bahwa dirinya cantik dan manis. Tetapi Sindy merasa bahwa itu hanya kebetulan saja.,Sindy once received compliments from many people that she was beautiful and sweet. But Sindy felt that it was just a coincidence.,RAW-ORI,No Distortion,No Distortion
Membenarkannya jika sesuai dengan kenyataan.,Justify it if it corresponds to reality.,RAW-ORI,No Distortion,No Distortion
ikut lomba dan masuk 5 besar,take part in the competition and enter the top 5,RAW-ORI,No Distortion,No Distortion
Saya lulus sbmptn pilihan kedua tetapi saya tidak merasa senang karena saya ingin masuk jurusan pilihan pertama.,I graduated as the second choice but I didn't feel happy because I wanted to enter the first choice major.,RAW-ORI,No Distortion,No Distortion
Terkadang kita sebagai manusia pasti tidak luput dari kesalahannya dan itu terjadi pada diri saya selalu memikirkan hal hal yang sudah dan belum terjadi sehingga itu membuat saya kurang yakin dan percaya diri untuk mencapai tujuan yang di capai,"Sometimes we as humans definitely don't escape from mistakes and that happens to me, I always think about things that have and haven't happened so it makes me less confident and self-confident in achieving my goals.",RAW-ORI,No Distortion,No Distortion
Pada suatu permainan saya selalu mendapatkan point yang terbaik namun saya berpikir bahwa pastinya teman saya juga sering mendapatkan point / posisi atas saat memainkan permainan tersebut,"In a game, I always get the best points, but I think that my friends also often get the top points when playing the game.",RAW-ORI,No Distortion,No Distortion
Saya lulus di kampus Udayana merupakan suatu hal yang positif namun saya merasa banyak teman- teman yang masuk juga dan saya merasa itu lebih beruntung dari teman saya,I graduated at Udayana campus which is a positive thing but I feel that many of my friends entered too and I feel that I am luckier than my friends.,RAW-ORI,No Distortion,No Distortion
Salah satu teman saya yang baik pernah melakukan satu kesalahan yaitu menabrakkan motor temennya,"One of my good friends once made a mistake, namely crashing his friend's motorbike",RAW-ORI,No Distortion,No Distortion
Paling merasa kurang puas aja kalo nilainya sama kaya temen gitu walaupun uda lumayan tinggi,"Most of all I would feel less satisfied if the score was the same as a friend's, even though it was already quite high",RAW-ORI,No Distortion,No Distortion
"misalnya teman saya memberi tahu bahwa pacar saya bermain dengan cowo lain, lalu ketika saya tanya pacar saya, dia bilang tidak ada bermain dengan cowo lain, saya langsung berpikir negatif","for example, my friend told me that my boyfriend was playing with other guys, then when I asked my boyfriend, he said he didn't play with other guys, I immediately thought negatively",RAW-ORI,No Distortion,No Distortion
"Seperti yang saya telah sampaikan sebelumnya, saya memperhatikan bahwa hal kecil negatif yang terjadi sebelum saya berangkat menuju kampus adalah bukti bahwa saya lebih berfokus kepada hal negatif kecil dan mempercayai bahwa hal tersebut merupakan awal dari kesialan lainnya.","As I said before, I noticed that the small negative things that happened before I left for campus were evidence that I focused more on the small negative things and believed that they were the beginning of other bad luck.",RAW-ORI,No Distortion,No Distortion
Saya berusaha lebih keras dalam menyaring perkataan-perkataan negatif tersebut,I try harder to filter out these negative words,RAW-ORI,No Distortion,No Distortion
Untuk ini saya rasa tidak ada,For this I don't think there is,RAW-ORI,No Distortion,No Distortion
Saat saya memilah informasi dari internet. Ketika mendapat informasi dari internet saya memilahnya dengan baik agar tidak terkena hoax.,"When I sort information from the internet. When I get information from the internet, I sort it carefully so as not to be exposed to hoaxes.",RAW-ORI,No Distortion,No Distortion
"Saya mendapat kesempatan ikut dalam sebuah projek. Saya yakin bahwa saya berperan besar, tapi teman saya terus mengatakan semua ini karena usaha dia. Saya jadi minder","I got the opportunity to take part in a project. I'm sure that I played a big role, but my friend keeps saying it's all because of his efforts. I feel inferior",RAW-ORI,No Distortion,No Distortion
"ada suatu masa ketika saya memaikan lagu random dirumah karena bosan,terus adik saya sebagai pemusik juga tiba tiba berkata "" wah itu lagu apa ka ,kok enak banget kedengarannya?'. Lalu saya menjawab $"" Ahh, kebetulan itu dek .Ini aja mainnya yang terlintas dikepala, mana mungkin sebagus itu"".$","There was a time when I was playing a random song at home because I was bored, then my younger brother, who is a musician, suddenly said, ""Wow, what song is that, how does it sound so good?""",RAW-ORI,No Distortion,No Distortion
saya pernah ditanya terus menerus kenapa nilai kimia waktu ulangan saya kecil padahal setiap ada pemblajaran kimia selalu menjawab terus. Namun saya berpikir bahwa inilah nilai dari hasil proses pemblajaran di kelas,"I was asked continuously why my chemistry score was low in my exams even though every time there was a chemistry lesson I always answered continuously. However, I think that this is the value of the results of the learning process in class",RAW-ORI,No Distortion,No Distortion
Salah satu peristiwa dalam hidup saya ketika saya memiliki pemikiran yang berfokus pada informasi negatif sebagai fokus sudut pandang saya adalah ketika saya mengalami kegagalan dalam sebuah kompetisi olahraga yang saya ikuti saat masih remaja.,One event in my life when I had thoughts that focused on negative information as the focus of my perspective was when I experienced failure in a sports competition I competed in as a teenager.,RAW-ORI,No Distortion,No Distortion
"
melihat anak gadis tetangga yang sering pulang malam, yang sebenarnya terjadi ia jualan di pasar malam, setelah bertanya dikeesokan harinya.","
saw a neighbor's daughter who often came home at night, what actually happened was that she was selling at the night market, after asking the next day.",RAW-ORI,No Distortion,No Distortion
"Saya meminta maaf, tapi saya tidak bisa memberikan cerita tentang pengalaman dengan pemikiran yang berfokus pada informasi negatif karena itu tidak sehat dan biasanya tidak direkomendasikan. Namun, saya dapat membantu dengan pertanyaan atau permintaan lain jika Anda ingin berbicara tentang topik yang lebih positif atau konstruktif.","I apologize, but I cannot provide a story about an experience with thoughts that focus on negative information because that is unhealthy and not usually recommended. However, I can help with questions or other requests if you want to talk about more positive or constructive topics.",RAW-ORI,No Distortion,No Distortion
"disaat saya bertanding terkadang saya mendapat cetak point banyak rebound banyak deffend bagus, disana saya merasa ini saya hanya lagi hoki saja tetapi saya tidak terlalu memperdulikan hal itu dan saya anggap itu hasil dari saya latihan","When I compete, sometimes I score points, lots of rebounds, lots of good defense, there I feel like I'm just being lucky, but I don't really care about that and I think it's the result of my training.",RAW-ORI,No Distortion,No Distortion
Mungkin pernah saya alami tapi saya lupa momen tersebut,Maybe I have experienced it but I forgot that moment,RAW-ORI,No Distortion,No Distortion
"Saya pernah mendengar informasi buruk tentang teman saya, dan saya malah fokus dengan keburukannya sehingga lupa kalau dia juga punya sisi baiknya","I once heard bad information about my friend, and I focused on the bad, so I forgot that he also had a good side",RAW-ORI,No Distortion,No Distortion
Saya sebelumnya masih tinggal dirumah namun karena perkuliahan saya mulai kost sendiri. Saya sebelumnya mengira mengatur pengeluaran kost itu mudah dan saya bisa membeli keperluan saya nantinya. Saya melupakan bahwa perkuliahan juga membutuhkan biaya seperti print kertas secara tiba-tiba dan keperluan lainnya.,"Previously, I still lived at home, but because of my studies, I started my own boarding house. I previously thought that managing boarding expenses was easy and I could buy what I needed later. I forgot that lectures also require costs such as sudden printing of paper and other necessities.",RAW-ORI,No Distortion,No Distortion
